,Ticker_Symbol,Years,Period_Ending,Total_Revenue,Cost_of_Goods_Sold,"_Sales,_General_and_Admin._",Research_and_Development,Other_Operating_Items,GICS_Sector,GICS_Sub_Industry,operating income,Years,Gross_profit,operating expenditure
1475,SWN,Year 2,12/31/2013,"3,371,000,000.00","328,000,000.00","1,052,000,000.00",0.00,"787,000,000.00",Energy,Oil & Gas Exploration & Production,"1,204,000,000.00",2013,"3,043,000,000.00","1,839,000,000.00"
1476,SWN,Year 3,12/31/2014,"4,038,000,000.00","427,000,000.00","1,296,000,000.00",0.00,"942,000,000.00",Energy,Oil & Gas Exploration & Production,"1,373,000,000.00",2014,"3,611,000,000.00","2,238,000,000.00"
1477,SWN,Year 4,12/31/2015,"3,133,000,000.00","689,000,000.00","1,208,000,000.00",0.00,"1,091,000,000.00",Energy,Oil & Gas Exploration & Production,"145,000,000.00",2015,"2,444,000,000.00","2,299,000,000.00"
1478,SYF,Year 1,12/31/2012,"10,793,000,000.00","362,000,000.00","2,123,000,000.00",0.00,"4,549,000,000.00",Financials,Consumer Finance,"3,759,000,000.00",2012,"10,431,000,000.00","6,672,000,000.00"
1479,SYF,Year 2,12/31/2013,"11,813,000,000.00","374,000,000.00","2,484,000,000.00",0.00,"5,445,000,000.00",Financials,Consumer Finance,"3,510,000,000.00",2013,"11,439,000,000.00","7,929,000,000.00"
1480,SYF,Year 3,12/31/2014,"12,727,000,000.00","470,000,000.00","2,927,000,000.00",0.00,"5,492,000,000.00",Financials,Consumer Finance,"3,838,000,000.00",2014,"12,257,000,000.00","8,419,000,000.00"
1481,SYF,Year 4,12/31/2015,"13,620,000,000.00","607,000,000.00","3,264,000,000.00",0.00,"5,690,000,000.00",Financials,Consumer Finance,"4,059,000,000.00",2015,"13,013,000,000.00","8,954,000,000.00"
1482,SYK,Year 1,12/31/2013,"9,021,000,000.00","3,002,000,000.00","4,089,000,000.00","536,000,000.00","138,000,000.00",Health Care,Health Care Equipment,"1,256,000,000.00",2013,"6,019,000,000.00","4,763,000,000.00"
1483,SYK,Year 2,12/31/2014,"9,675,000,000.00","3,319,000,000.00","4,308,000,000.00","614,000,000.00","188,000,000.00",Health Care,Health Care Equipment,"1,246,000,000.00",2014,"6,356,000,000.00","5,110,000,000.00"
1484,SYK,Year 3,12/31/2015,"9,946,000,000.00","3,344,000,000.00","3,906,000,000.00","625,000,000.00","210,000,000.00",Health Care,Health Care Equipment,"1,861,000,000.00",2015,"6,602,000,000.00","4,741,000,000.00"
1485,SYK,Year 4,12/31/2016,"11,325,000,000.00","3,830,000,000.00","4,295,000,000.00","715,000,000.00","319,000,000.00",Health Care,Health Care Equipment,"2,166,000,000.00",2016,"7,495,000,000.00","5,329,000,000.00"
1486,SYMC,Year 1,3/29/2013,"6,906,000,000.00","1,175,000,000.00","3,236,000,000.00","1,026,000,000.00","286,000,000.00",Information Technology,Application Software,"1,183,000,000.00",2013,"5,731,000,000.00","4,548,000,000.00"
1487,SYMC,Year 2,3/28/2014,"4,183,000,000.00","791,000,000.00","2,186,000,000.00","722,000,000.00","93,000,000.00",Information Technology,Application Software,"391,000,000.00",2014,"3,392,000,000.00","3,001,000,000.00"
1488,SYMC,Year 3,4/3/2015,"3,956,000,000.00","727,000,000.00","2,012,000,000.00","812,000,000.00","87,000,000.00",Information Technology,Application Software,"318,000,000.00",2015,"3,229,000,000.00","2,911,000,000.00"
1489,SYMC,Year 4,4/1/2016,"3,600,000,000.00","615,000,000.00","1,587,000,000.00","748,000,000.00","57,000,000.00",Information Technology,Application Software,"593,000,000.00",2016,"2,985,000,000.00","2,392,000,000.00"
1490,SYY,Year 1,6/29/2013,"44,411,233,000.00","36,414,626,000.00","6,338,129,000.00",0.00,0.00,Consumer Staples,Food Distributors,"1,658,478,000.00",2013,"7,996,607,000.00","6,338,129,000.00"
1491,SYY,Year 2,6/28/2014,"46,516,712,000.00","38,335,677,000.00",0.00,0.00,0.00,Consumer Staples,Food Distributors,"8,181,035,000.00",2014,"8,181,035,000.00",0.00
1492,SYY,Year 3,6/27/2015,"48,680,752,000.00","40,129,236,000.00",0.00,0.00,0.00,Consumer Staples,Food Distributors,"8,551,516,000.00",2015,"8,551,516,000.00",0.00
1493,SYY,Year 4,7/2/2016,"50,366,919,000.00","41,326,447,000.00",0.00,0.00,0.00,Consumer Staples,Food Distributors,"9,040,472,000.00",2016,"9,040,472,000.00",0.00
1494,T,Year 1,12/31/2012,"127,434,000,000.00","55,228,000,000.00","41,066,000,000.00",0.00,"18,143,000,000.00",Telecommunications Services,Integrated Telecommunications Services,"12,997,000,000.00",2012,"72,206,000,000.00","59,209,000,000.00"
1495,T,Year 2,12/31/2013,"128,752,000,000.00","51,191,000,000.00","28,414,000,000.00",0.00,"18,395,000,000.00",Telecommunications Services,Integrated Telecommunications Services,"30,752,000,000.00",2013,"77,561,000,000.00","46,809,000,000.00"
1496,T,Year 3,12/31/2014,"132,447,000,000.00","60,145,000,000.00","41,817,000,000.00",0.00,"18,273,000,000.00",Telecommunications Services,Integrated Telecommunications Services,"12,212,000,000.00",2014,"72,302,000,000.00","60,090,000,000.00"
1497,T,Year 4,12/31/2015,"146,801,000,000.00","67,046,000,000.00","32,954,000,000.00",0.00,"22,016,000,000.00",Telecommunications Services,Integrated Telecommunications Services,"24,785,000,000.00",2015,"79,755,000,000.00","54,970,000,000.00"
1498,TAP,Year 1,12/31/2013,"4,206,100,000.00","2,545,600,000.00","1,193,800,000.00",0.00,0.00,Consumer Staples,Brewers,"466,700,000.00",2013,"1,660,500,000.00","1,193,800,000.00"
1499,TAP,Year 2,12/31/2014,"4,146,300,000.00","2,493,300,000.00","1,163,900,000.00",0.00,0.00,Consumer Staples,Brewers,"489,100,000.00",2014,"1,653,000,000.00","1,163,900,000.00"
1500,TAP,Year 3,12/31/2015,"3,567,500,000.00","2,163,500,000.00","1,051,800,000.00",0.00,0.00,Consumer Staples,Brewers,"352,200,000.00",2015,"1,404,000,000.00","1,051,800,000.00"
1501,TAP,Year 4,12/31/2016,"4,885,000,000.00","3,003,100,000.00","1,597,300,000.00",0.00,0.00,Consumer Staples,Brewers,"284,600,000.00",2016,"1,881,900,000.00","1,597,300,000.00"
1502,TDC,Year 1,12/31/2012,"2,665,000,000.00","1,174,000,000.00","728,000,000.00","183,000,000.00",0.00,Information Technology,Application Software,"580,000,000.00",2012,"1,491,000,000.00","911,000,000.00"
1503,TDC,Year 2,12/31/2013,"2,692,000,000.00","1,219,000,000.00","757,000,000.00","184,000,000.00",0.00,Information Technology,Application Software,"532,000,000.00",2013,"1,473,000,000.00","941,000,000.00"
1504,TDC,Year 3,12/31/2014,"2,732,000,000.00","1,253,000,000.00","770,000,000.00","206,000,000.00",0.00,Information Technology,Application Software,"503,000,000.00",2014,"1,479,000,000.00","976,000,000.00"
1505,TDC,Year 4,12/31/2015,"2,530,000,000.00","1,254,000,000.00","765,000,000.00","228,000,000.00",0.00,Information Technology,Application Software,"283,000,000.00",2015,"1,276,000,000.00","993,000,000.00"
1506,TDG,Year 1,9/30/2013,"1,924,400,000.00","874,838,000.00","254,468,000.00",0.00,"45,639,000.00",Industrials,Aerospace & Defense,"749,455,000.00",2013,"1,049,562,000.00","300,107,000.00"
1507,TDG,Year 2,9/30/2014,"2,372,906,000.00","1,105,032,000.00","276,446,000.00",0.00,"63,608,000.00",Industrials,Aerospace & Defense,"927,820,000.00",2014,"1,267,874,000.00","340,054,000.00"
1508,TDG,Year 3,9/30/2015,"2,707,115,000.00","1,257,270,000.00","321,624,000.00",0.00,"54,219,000.00",Industrials,Aerospace & Defense,"1,074,002,000.00",2015,"1,449,845,000.00","375,843,000.00"
1509,TDG,Year 4,9/30/2016,"3,171,411,000.00","1,443,348,000.00","382,858,000.00",0.00,"77,445,000.00",Industrials,Aerospace & Defense,"1,267,760,000.00",2016,"1,728,063,000.00","460,303,000.00"
1510,TEL,Year 1,9/27/2013,"11,390,000,000.00","7,739,000,000.00","1,440,000,000.00","590,000,000.00",0.00,Information Technology,Electronic Manufacturing Services,"1,621,000,000.00",2013,"3,651,000,000.00","2,030,000,000.00"
1511,TEL,Year 2,9/26/2014,"11,973,000,000.00","8,001,000,000.00","1,534,000,000.00","583,000,000.00",0.00,Information Technology,Electronic Manufacturing Services,"1,855,000,000.00",2014,"3,972,000,000.00","2,117,000,000.00"
1512,TEL,Year 3,9/25/2015,"12,233,000,000.00","8,146,000,000.00","1,504,000,000.00","627,000,000.00",0.00,Information Technology,Electronic Manufacturing Services,"1,956,000,000.00",2015,"4,087,000,000.00","2,131,000,000.00"
1513,TEL,Year 4,9/30/2016,"12,238,000,000.00","8,205,000,000.00","1,463,000,000.00","644,000,000.00",0.00,Information Technology,Electronic Manufacturing Services,"1,926,000,000.00",2016,"4,033,000,000.00","2,107,000,000.00"
1514,TGNA,Year 1,12/30/2012,"5,353,197,000.00","2,943,847,000.00","1,303,427,000.00",0.00,"194,039,000.00",Consumer Discretionary,Publishing,"911,884,000.00",2012,"2,409,350,000.00","1,497,466,000.00"
1515,TGNA,Year 2,12/29/2013,"1,603,123,000.00","662,769,000.00","531,932,000.00",0.00,"74,833,000.00",Consumer Discretionary,Publishing,"333,589,000.00",2013,"940,354,000.00","606,765,000.00"
1516,TGNA,Year 3,12/31/2014,"2,626,141,000.00","954,990,000.00","766,854,000.00",0.00,"151,837,000.00",Consumer Discretionary,Publishing,"752,460,000.00",2014,"1,671,151,000.00","918,691,000.00"
1517,TGNA,Year 4,12/31/2015,"3,050,945,000.00","923,336,000.00","1,068,221,000.00",0.00,"205,087,000.00",Consumer Discretionary,Publishing,"854,301,000.00",2015,"2,127,609,000.00","1,273,308,000.00"
1518,TGT,Year 1,2/2/2013,"73,301,000,000.00","50,568,000,000.00","15,110,000,000.00",0.00,"2,044,000,000.00",Consumer Discretionary,General Merchandise Stores,"5,579,000,000.00",2013,"22,733,000,000.00","17,154,000,000.00"
1519,TGT,Year 2,2/1/2014,"71,279,000,000.00","50,039,000,000.00","14,465,000,000.00",0.00,"1,996,000,000.00",Consumer Discretionary,General Merchandise Stores,"4,779,000,000.00",2014,"21,240,000,000.00","16,461,000,000.00"
1520,TGT,Year 3,1/31/2015,"72,618,000,000.00","51,278,000,000.00","14,676,000,000.00",0.00,"2,129,000,000.00",Consumer Discretionary,General Merchandise Stores,"4,535,000,000.00",2015,"21,340,000,000.00","16,805,000,000.00"
1521,TGT,Year 4,1/30/2016,"73,785,000,000.00","51,997,000,000.00","14,665,000,000.00",0.00,"2,213,000,000.00",Consumer Discretionary,General Merchandise Stores,"4,910,000,000.00",2016,"21,788,000,000.00","16,878,000,000.00"
1522,TIF,Year 1,1/31/2013,"3,794,249,000.00","1,630,965,000.00","1,466,067,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","697,217,000.00",2013,"2,163,284,000.00","1,466,067,000.00"
1523,TIF,Year 2,1/31/2014,"4,031,100,000.00","1,690,700,000.00","2,036,100,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","304,300,000.00",2014,"2,340,400,000.00","2,036,100,000.00"
1524,TIF,Year 3,1/31/2015,"4,249,900,000.00","1,712,700,000.00","1,645,800,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","891,400,000.00",2015,"2,537,200,000.00","1,645,800,000.00"
1525,TIF,Year 4,1/31/2016,"4,104,900,000.00","1,613,600,000.00","1,731,200,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","760,100,000.00",2016,"2,491,300,000.00","1,731,200,000.00"
1526,TJX,Year 1,2/2/2013,"25,878,372,000.00","18,521,400,000.00","4,250,446,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"3,106,526,000.00",2013,"7,356,972,000.00","4,250,446,000.00"
1527,TJX,Year 2,2/1/2014,"27,422,696,000.00","19,605,037,000.00","4,467,089,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"3,350,570,000.00",2014,"7,817,659,000.00","4,467,089,000.00"
1528,TJX,Year 3,1/31/2015,"29,078,407,000.00","20,776,522,000.00","4,695,384,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"3,606,501,000.00",2015,"8,301,885,000.00","4,695,384,000.00"
1529,TJX,Year 4,1/30/2016,"30,944,938,000.00","22,034,523,000.00","5,205,715,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"3,704,700,000.00",2016,"8,910,415,000.00","5,205,715,000.00"
1530,TMK,Year 1,12/31/2012,"3,589,516,000.00","1,955,682,000.00",0.00,0.00,"787,329,000.00",Financials,Life & Health Insurance,"846,505,000.00",2012,"1,633,834,000.00","787,329,000.00"
1531,TMK,Year 2,12/31/2013,"3,494,253,000.00","1,838,766,000.00",0.00,0.00,"819,711,000.00",Financials,Life & Health Insurance,"835,776,000.00",2013,"1,655,487,000.00","819,711,000.00"
1532,TMK,Year 3,12/31/2014,"3,620,095,000.00","1,903,384,000.00",0.00,0.00,"855,908,000.00",Financials,Life & Health Insurance,"860,803,000.00",2014,"1,716,711,000.00","855,908,000.00"
1533,TMK,Year 4,12/31/2015,"3,766,065,000.00","2,016,212,000.00",0.00,0.00,"907,024,000.00",Financials,Life & Health Insurance,"842,829,000.00",2015,"1,749,853,000.00","907,024,000.00"
1534,TMO,Year 1,12/31/2012,"12,509,900,000.00","7,214,400,000.00","3,354,900,000.00","376,400,000.00",0.00,Health Care,Health Care Equipment,"1,564,200,000.00",2012,"5,295,500,000.00","3,731,300,000.00"
1535,TMO,Year 2,12/31/2013,"13,090,300,000.00","7,561,200,000.00","3,446,300,000.00","395,500,000.00",0.00,Health Care,Health Care Equipment,"1,687,300,000.00",2013,"5,529,100,000.00","3,841,800,000.00"
1536,TMO,Year 3,12/31/2014,"16,889,600,000.00","9,397,600,000.00","4,896,100,000.00","691,100,000.00",0.00,Health Care,Health Care Equipment,"1,904,800,000.00",2014,"7,492,000,000.00","5,587,200,000.00"
1537,TMO,Year 4,12/31/2015,"16,965,400,000.00","9,209,500,000.00","4,612,100,000.00","692,300,000.00",0.00,Health Care,Health Care Equipment,"2,451,500,000.00",2015,"7,755,900,000.00","5,304,400,000.00"
1538,TRIP,Year 1,12/31/2012,"763,000,000.00","12,000,000.00","429,000,000.00",0.00,"26,000,000.00",Consumer Discretionary,Internet & Direct Marketing Retail,"296,000,000.00",2012,"751,000,000.00","455,000,000.00"
1539,TRIP,Year 2,12/31/2013,"945,000,000.00","18,000,000.00","597,000,000.00",0.00,"36,000,000.00",Consumer Discretionary,Internet & Direct Marketing Retail,"294,000,000.00",2013,"927,000,000.00","633,000,000.00"
1540,TRIP,Year 3,12/31/2014,"1,246,000,000.00","40,000,000.00","801,000,000.00",0.00,"65,000,000.00",Consumer Discretionary,Internet & Direct Marketing Retail,"340,000,000.00",2014,"1,206,000,000.00","866,000,000.00"
1541,TRIP,Year 4,12/31/2015,"1,492,000,000.00","58,000,000.00","1,109,000,000.00",0.00,"93,000,000.00",Consumer Discretionary,Internet & Direct Marketing Retail,"232,000,000.00",2015,"1,434,000,000.00","1,202,000,000.00"
1542,TRV,Year 1,12/31/2013,"26,191,000,000.00","13,307,000,000.00","3,757,000,000.00",0.00,"3,821,000,000.00",Financials,Property & Casualty Insurance,"5,306,000,000.00",2013,"12,884,000,000.00","7,578,000,000.00"
1543,TRV,Year 2,12/31/2014,"27,174,000,000.00","13,870,000,000.00","3,964,000,000.00",0.00,"3,882,000,000.00",Financials,Property & Casualty Insurance,"5,458,000,000.00",2014,"13,304,000,000.00","7,846,000,000.00"
1544,TRV,Year 3,12/31/2015,"26,815,000,000.00","13,723,000,000.00","4,094,000,000.00",0.00,"3,885,000,000.00",Financials,Property & Casualty Insurance,"5,113,000,000.00",2015,"13,092,000,000.00","7,979,000,000.00"
1545,TRV,Year 4,12/31/2016,"27,625,000,000.00","15,070,000,000.00","4,154,000,000.00",0.00,"3,985,000,000.00",Financials,Property & Casualty Insurance,"4,416,000,000.00",2016,"12,555,000,000.00","8,139,000,000.00"
1546,TSCO,Year 1,12/29/2012,"4,664,120,000.00","3,098,066,000.00","1,040,287,000.00",0.00,"88,975,000.00",Consumer Discretionary,Specialty Retail,"436,792,000.00",2012,"1,566,054,000.00","1,129,262,000.00"
1547,TSCO,Year 2,12/28/2013,"5,164,784,000.00","3,411,175,000.00","1,138,934,000.00",0.00,"100,025,000.00",Consumer Discretionary,Specialty Retail,"514,650,000.00",2013,"1,753,609,000.00","1,238,959,000.00"
1548,TSCO,Year 3,12/27/2014,"5,711,715,000.00","3,761,300,000.00","1,246,308,000.00",0.00,"114,635,000.00",Consumer Discretionary,Specialty Retail,"589,472,000.00",2014,"1,950,415,000.00","1,360,943,000.00"
1549,TSCO,Year 4,12/26/2015,"6,226,507,000.00","4,083,333,000.00","1,369,097,000.00",0.00,"123,569,000.00",Consumer Discretionary,Specialty Retail,"650,508,000.00",2015,"2,143,174,000.00","1,492,666,000.00"
1550,TSN,Year 1,10/3/2013,"34,374,000,000.00","32,016,000,000.00","983,000,000.00",0.00,0.00,Consumer Staples,Packaged Foods & Meats,"1,375,000,000.00",2013,"2,358,000,000.00","983,000,000.00"
1551,TSN,Year 2,10/3/2014,"37,580,000,000.00","34,895,000,000.00","1,255,000,000.00",0.00,0.00,Consumer Staples,Packaged Foods & Meats,"1,430,000,000.00",2014,"2,685,000,000.00","1,255,000,000.00"
1552,TSN,Year 3,10/3/2015,"41,373,000,000.00","37,456,000,000.00","1,748,000,000.00",0.00,0.00,Consumer Staples,Packaged Foods & Meats,"2,169,000,000.00",2015,"3,917,000,000.00","1,748,000,000.00"
1553,TSN,Year 4,10/1/2016,"36,881,000,000.00","32,184,000,000.00","1,864,000,000.00",0.00,0.00,Consumer Staples,Packaged Foods & Meats,"2,833,000,000.00",2016,"4,697,000,000.00","1,864,000,000.00"
1554,TSO,Year 1,12/31/2012,"29,809,000,000.00","26,045,000,000.00","1,702,000,000.00",0.00,"418,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"1,644,000,000.00",2012,"3,764,000,000.00","2,120,000,000.00"
1555,TSO,Year 2,12/31/2013,"37,601,000,000.00","34,085,000,000.00","2,248,000,000.00",0.00,"489,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"779,000,000.00",2013,"3,516,000,000.00","2,737,000,000.00"
1556,TSO,Year 3,12/31/2014,"40,633,000,000.00","35,673,000,000.00","2,762,000,000.00",0.00,"562,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"1,636,000,000.00",2014,"4,960,000,000.00","3,324,000,000.00"
1557,TSO,Year 4,12/31/2015,"28,711,000,000.00","22,466,000,000.00","2,620,000,000.00",0.00,"756,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"2,869,000,000.00",2015,"6,245,000,000.00","3,376,000,000.00"
1558,TSS,Year 1,12/31/2012,"1,793,557,000.00","1,189,341,000.00","247,597,000.00",0.00,0.00,Information Technology,Internet Software & Services,"356,619,000.00",2012,"604,216,000.00","247,597,000.00"
1559,TSS,Year 2,12/31/2013,"2,064,305,000.00","1,369,438,000.00","312,367,000.00",0.00,0.00,Information Technology,Internet Software & Services,"382,500,000.00",2013,"694,867,000.00","312,367,000.00"
1560,TSS,Year 3,12/31/2014,"2,446,877,000.00","1,668,892,000.00","346,345,000.00",0.00,0.00,Information Technology,Internet Software & Services,"431,640,000.00",2014,"777,985,000.00","346,345,000.00"
1561,TSS,Year 4,12/31/2015,"2,779,541,000.00","1,855,181,000.00","390,253,000.00",0.00,0.00,Information Technology,Internet Software & Services,"534,107,000.00",2015,"924,360,000.00","390,253,000.00"
1562,TXN,Year 1,12/31/2012,"12,825,000,000.00","6,457,000,000.00","1,804,000,000.00","1,877,000,000.00",0.00,Information Technology,Semiconductors,"2,687,000,000.00",2012,"6,368,000,000.00","3,681,000,000.00"
1563,TXN,Year 2,12/31/2013,"12,205,000,000.00","5,841,000,000.00","1,858,000,000.00","1,522,000,000.00",0.00,Information Technology,Semiconductors,"2,984,000,000.00",2013,"6,364,000,000.00","3,380,000,000.00"
1564,TXN,Year 3,12/31/2014,"13,045,000,000.00","5,618,000,000.00","1,843,000,000.00","1,358,000,000.00",0.00,Information Technology,Semiconductors,"4,226,000,000.00",2014,"7,427,000,000.00","3,201,000,000.00"
1565,TXN,Year 4,12/31/2015,"13,000,000,000.00","5,440,000,000.00","1,748,000,000.00","1,280,000,000.00",0.00,Information Technology,Semiconductors,"4,532,000,000.00",2015,"7,560,000,000.00","3,028,000,000.00"
1566,TXT,Year 1,12/29/2012,"12,237,000,000.00","10,019,000,000.00","1,165,000,000.00",0.00,0.00,Industrials,Industrial Conglomerates,"1,053,000,000.00",2012,"2,218,000,000.00","1,165,000,000.00"
1567,TXT,Year 2,12/28/2013,"12,104,000,000.00","10,131,000,000.00","1,126,000,000.00",0.00,0.00,Industrials,Industrial Conglomerates,"847,000,000.00",2013,"1,973,000,000.00","1,126,000,000.00"
1568,TXT,Year 3,1/3/2015,"13,878,000,000.00","11,421,000,000.00","1,361,000,000.00",0.00,0.00,Industrials,Industrial Conglomerates,"1,096,000,000.00",2015,"2,457,000,000.00","1,361,000,000.00"
1569,TXT,Year 4,1/2/2016,"13,423,000,000.00","10,979,000,000.00","1,304,000,000.00",0.00,0.00,Industrials,Industrial Conglomerates,"1,140,000,000.00",2016,"2,444,000,000.00","1,304,000,000.00"
1570,UA,Year 1,12/31/2012,"1,834,921,000.00","955,624,000.00","670,602,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","208,695,000.00",2012,"879,297,000.00","670,602,000.00"
1571,UA,Year 2,12/31/2013,"2,332,051,000.00","1,195,381,000.00","871,572,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","265,098,000.00",2013,"1,136,670,000.00","871,572,000.00"
1572,UA,Year 3,12/31/2014,"3,084,370,000.00","1,572,164,000.00","1,158,251,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","353,955,000.00",2014,"1,512,206,000.00","1,158,251,000.00"
1573,UA,Year 4,12/31/2015,"3,963,313,000.00","2,057,766,000.00","1,497,000,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","408,547,000.00",2015,"1,905,547,000.00","1,497,000,000.00"
1574,UAA,Year 1,12/31/2012,"1,834,921,000.00","955,624,000.00","670,602,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","208,695,000.00",2012,"879,297,000.00","670,602,000.00"
1575,UAA,Year 2,12/31/2013,"2,332,051,000.00","1,195,381,000.00","871,572,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","265,098,000.00",2013,"1,136,670,000.00","871,572,000.00"
1576,UAA,Year 3,12/31/2014,"3,084,370,000.00","1,572,164,000.00","1,158,251,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","353,955,000.00",2014,"1,512,206,000.00","1,158,251,000.00"
1577,UAA,Year 4,12/31/2015,"3,963,313,000.00","2,057,766,000.00","1,497,000,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","408,547,000.00",2015,"1,905,547,000.00","1,497,000,000.00"
1578,UAL,Year 1,12/31/2012,"37,152,000,000.00","17,820,000,000.00","16,448,000,000.00",0.00,"1,522,000,000.00",Industrials,Airlines,"1,362,000,000.00",2012,"19,332,000,000.00","17,970,000,000.00"
1579,UAL,Year 2,12/31/2013,"38,279,000,000.00","17,192,000,000.00","17,629,000,000.00",0.00,"1,689,000,000.00",Industrials,Airlines,"1,769,000,000.00",2013,"21,087,000,000.00","19,318,000,000.00"
1580,UAL,Year 3,12/31/2014,"38,901,000,000.00","16,611,000,000.00","17,795,000,000.00",0.00,"1,679,000,000.00",Industrials,Airlines,"2,816,000,000.00",2014,"22,290,000,000.00","19,474,000,000.00"
1581,UAL,Year 4,12/31/2015,"37,864,000,000.00","12,130,000,000.00","18,423,000,000.00",0.00,"1,819,000,000.00",Industrials,Airlines,"5,492,000,000.00",2015,"25,734,000,000.00","20,242,000,000.00"
1582,UDR,Year 1,12/31/2012,"716,612,000.00","245,316,000.00","58,005,000.00",0.00,"346,031,000.00",Real Estate,Residential REITs,"67,260,000.00",2012,"471,296,000.00","404,036,000.00"
1583,UDR,Year 2,12/31/2013,"758,926,000.00","258,612,000.00","37,121,000.00",0.00,"346,273,000.00",Real Estate,Residential REITs,"116,920,000.00",2013,"500,314,000.00","383,394,000.00"
1584,UDR,Year 3,12/31/2014,"818,046,000.00","270,741,000.00","56,612,000.00",0.00,"363,929,000.00",Real Estate,Residential REITs,"126,764,000.00",2014,"547,305,000.00","420,541,000.00"
1585,UDR,Year 4,12/31/2015,"894,638,000.00","282,037,000.00","71,733,000.00",0.00,"381,277,000.00",Real Estate,Residential REITs,"159,591,000.00",2015,"612,601,000.00","453,010,000.00"
1590,ULTA,Year 1,2/2/2013,"2,220,256,000.00","1,436,582,000.00","488,880,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"294,794,000.00",2013,"783,674,000.00","488,880,000.00"
1591,ULTA,Year 2,2/2/2014,"2,670,573,000.00","1,729,325,000.00","596,390,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"344,858,000.00",2014,"941,248,000.00","596,390,000.00"
1592,ULTA,Year 3,1/31/2015,"3,241,369,000.00","2,104,582,000.00","712,006,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"424,781,000.00",2015,"1,136,787,000.00","712,006,000.00"
1593,ULTA,Year 4,1/31/2016,"3,924,116,000.00","2,539,783,000.00","863,354,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"520,979,000.00",2016,"1,384,333,000.00","863,354,000.00"
1594,UNH,Year 1,12/31/2013,"122,489,000,000.00","89,659,000,000.00",0.00,0.00,"23,207,000,000.00",Health Care,Managed Health Care,"9,623,000,000.00",2013,"32,830,000,000.00","23,207,000,000.00"
1595,UNH,Year 2,12/31/2014,"130,474,000,000.00","93,633,000,000.00",0.00,0.00,"26,567,000,000.00",Health Care,Managed Health Care,"10,274,000,000.00",2014,"36,841,000,000.00","26,567,000,000.00"
1596,UNH,Year 3,12/31/2015,"157,107,000,000.00","103,875,000,000.00",0.00,0.00,"42,211,000,000.00",Health Care,Managed Health Care,"11,021,000,000.00",2015,"53,232,000,000.00","42,211,000,000.00"
1597,UNH,Year 4,12/31/2016,"184,840,000,000.00","117,038,000,000.00",0.00,0.00,"54,872,000,000.00",Health Care,Managed Health Care,"12,930,000,000.00",2016,"67,802,000,000.00","54,872,000,000.00"
1598,UNM,Year 1,12/31/2012,"10,515,400,000.00","7,172,100,000.00","786,800,000.00",0.00,"1,161,600,000.00",Financials,Diversified Financial Services,"1,394,900,000.00",2012,"3,343,300,000.00","1,948,400,000.00"
1599,UNM,Year 2,12/31/2013,"10,368,600,000.00","7,038,400,000.00","790,400,000.00",0.00,"1,170,400,000.00",Financials,Diversified Financial Services,"1,369,400,000.00",2013,"3,330,200,000.00","1,960,800,000.00"
1600,UNM,Year 3,12/31/2014,"10,524,500,000.00","7,722,100,000.00","820,900,000.00",0.00,"1,272,000,000.00",Financials,Diversified Financial Services,"709,500,000.00",2014,"2,802,400,000.00","2,092,900,000.00"
1601,UNM,Year 4,12/31/2015,"10,731,300,000.00","7,209,400,000.00","835,100,000.00",0.00,"1,295,700,000.00",Financials,Diversified Financial Services,"1,391,100,000.00",2015,"3,521,900,000.00","2,130,800,000.00"
1602,UNP,Year 1,12/31/2013,"21,963,000,000.00","5,849,000,000.00","6,891,000,000.00",0.00,"1,777,000,000.00",Industrials,Railroads,"7,446,000,000.00",2013,"16,114,000,000.00","8,668,000,000.00"
